method,run_id,time,source,target,ml_avg_reliability,ml_min_reliability,ml_hops,base_avg_reliability,base_min_reliability,base_hops
ours,1,15.0,92,14,0.7195775395573624,0.5161932100038167,7,0.552498994293275,0.2756910210493473,5
ours,1,15.0,87,68,0.33783192010851026,0.33783192010851026,2,0.23210878418318392,0.23210878418318392,2
ours,1,15.0,96,34,0.5170578160390972,0.44490956559744865,6,0.42338632667040116,0.34678961279309584,6
ours,1,15.0,98,82,0.40068956320305144,0.277035446256525,3,0.40068956320305144,0.277035446256525,3
ours,1,16.0,43,14,0.4816426312523726,0.4466692542551727,4,0.24678757452044775,0.2008802770866187,3
ours,1,16.0,37,55,0.6576961484818686,0.6288936158087556,3,0.47365382290853025,0.4477327718284396,3
ours,1,16.0,20,58,0.5517133414036547,0.251361847806274,4,0.47764570443160237,0.2008802770866187,4
ours,1,16.0,0,92,0.6670243746499129,0.47218278348144604,9,0.4749720241410001,0.2008802770866187,7
ours,1,16.0,92,33,0.7176199269124641,0.5099472855854523,5,0.5586938155612962,0.3408096058694611,5
ours,1,17.0,64,97,0.5050555642641757,0.4712400293715755,3,0.3354873262812528,0.3354873262812528,2
ours,1,17.0,22,64,0.5738565217270462,0.49621974885028897,5,0.3686598788969369,0.3315755751839795,4
ours,1,17.0,38,81,0.7921042233940542,0.7827579243656312,3,0.5477069145706628,0.5477069145706628,2
ours,1,17.0,64,77,0.5219633317104759,0.49621974885028897,2,0.5219633317104759,0.49621974885028897,2
ours,1,17.0,25,19,0.6482359950485194,0.5721991176627091,8,0.38437659965421767,0.3006607936043131,6
ours,1,18.0,47,97,0.5177933855852362,0.39740567294164997,5,0.3480542518289559,0.2953505683922877,4
ours,1,18.0,20,69,0.6109582794991993,0.3852302741988065,6,0.3476924588941902,0.275704138657331,4
ours,1,18.0,99,67,0.587072646810577,0.2953505683922877,5,0.3107049663232037,0.2585623657840248,4
ours,1,18.0,0,76,0.5532012322809765,0.45413128406329206,3,0.340348567372351,0.2953505683922877,3
ours,1,18.0,41,62,0.5097639739212059,0.5097639739212059,1,0.5097639739212059,0.5097639739212059,1
ours,1,19.0,46,39,0.5765047893348763,0.44613195315047915,2,0.52173466666004,0.44613195315047915,2
ours,1,19.0,30,7,0.5517766058698046,0.5003189199211862,4,0.3655734299161576,0.2736672774788781,4
ours,1,19.0,30,72,0.6274611297543752,0.5003189199211862,7,0.5989027562949463,0.490960042992335,7
ours,1,19.0,62,8,0.5479310764217382,0.3533780283872535,4,0.41805653209309473,0.2934926855111346,3
ours,1,19.0,97,68,0.5683718934027706,0.5683718934027706,1,0.5683718934027706,0.5683718934027706,1
ours,1,20.0,60,70,0.5755670278341972,0.37120633183646956,6,0.5755670278341972,0.37120633183646956,6
ours,1,20.0,21,33,0.579517615153273,0.3037704705503188,4,0.5578732352348515,0.3037704705503188,4
ours,1,20.0,67,77,0.5815896736697417,0.5074368765181562,5,0.4955187952430048,0.4298204909935175,5
ours,1,20.0,54,27,0.6284568027110234,0.5078994923867131,9,0.562397074421783,0.37120633183646956,7
ours,1,20.0,69,96,0.5640027494032228,0.4254786479115279,5,0.38691783359354975,0.37543536366056696,4
ours,1,21.0,93,88,0.4781946490472875,0.19194811176126003,4,0.2290716584438003,0.17342342824207502,3
ours,1,21.0,25,91,0.5569465549786468,0.29467052362951107,5,0.4145620679799438,0.29467052362951107,4
ours,1,21.0,39,51,0.5062503285350332,0.3935428164460737,5,0.5062503285350332,0.3935428164460737,5
ours,1,21.0,85,83,0.7081977087387321,0.5857167233483416,7,0.539059796866198,0.34036811884725093,6
ours,1,21.0,47,56,0.24238444871933507,0.24238444871933507,1,0.24238444871933507,0.24238444871933507,1
ours,1,22.0,66,57,0.41974409180944344,0.2814381151589035,3,0.41974409180944344,0.2814381151589035,3
ours,1,22.0,15,31,0.15515675351303537,0.15515675351303537,1,0.15515675351303537,0.15515675351303537,1
ours,1,22.0,28,8,0.4786634857775307,0.1932836855987934,4,0.3839781541720069,0.1932836855987934,4
ours,1,22.0,75,70,0.4606897799490337,0.2642710560620982,5,0.4327188391849436,0.15582792078443708,5
ours,1,22.0,29,75,0.29359843011212333,0.2642710560620982,3,0.2469801955053064,0.15582792078443708,3
ours,1,23.0,28,0,0.5302722140927191,0.42228217885319286,3,0.5302722140927191,0.42228217885319286,3
ours,1,23.0,9,90,0.6760159166304114,0.6125627313076754,4,0.6760159166304114,0.6125627313076754,4
ours,1,23.0,80,7,0.7873210751561261,0.7260523635737143,12,0.5472438228051691,0.1796399276579883,9
ours,1,23.0,29,8,0.2561645019435359,0.2561645019435359,1,0.2561645019435359,0.2561645019435359,1
ours,1,23.0,4,42,0.5629795807490068,0.14971724072857628,4,0.42879140348284,0.14971724072857628,3
ours,1,24.0,9,65,0.6607868043102276,0.5734038230592797,4,0.6607868043102276,0.5734038230592797,4
ours,1,24.0,30,35,0.6387468162059655,0.6387468162059655,2,0.6387468162059655,0.6387468162059655,2
ours,1,24.0,85,62,0.6398313026488706,0.4826928789110736,7,0.5432016843471061,0.2455518561142883,7
ours,1,24.0,27,69,0.6167248696902932,0.4934507031005957,3,0.6167248696902932,0.4934507031005957,3
ours,1,24.0,16,92,0.8779215940673756,0.8195250158468038,6,0.8779215940673756,0.8195250158468038,6
ours,1,25.0,73,60,0.6104216611629668,0.3128093505549374,6,0.3265092935068919,0.243632778885704,4
ours,1,25.0,31,60,0.6025829170930871,0.22250982935654928,5,0.4654699828681324,0.22250982935654928,4
ours,1,25.0,52,24,0.549034855418814,0.243632778885704,5,0.549034855418814,0.243632778885704,5
ours,1,25.0,12,84,0.3849294432966925,0.31365121217585945,3,0.3365316752845036,0.243632778885704,3
ours,1,25.0,55,45,0.77900508344532,0.6884664521766811,6,0.77900508344532,0.6884664521766811,6
ours,1,26.0,54,52,0.6874209684186996,0.5294926491811736,8,0.4728750437607016,0.2539631125452243,8
ours,1,26.0,59,93,0.6952269900546937,0.5006382648750571,6,0.40519072944327195,0.2698329841256044,4
ours,1,26.0,6,86,0.7214910244453372,0.6688313526204319,4,0.6801475840646019,0.6386027625174666,4
ours,1,26.0,83,82,0.6931368348822992,0.58993826377406,2,0.6931368348822992,0.58993826377406,2
ours,1,26.0,12,7,0.6044489824657954,0.3661491017538183,8,0.5554204400206962,0.2539631125452243,7
ours,1,27.0,51,93,0.6191397291109065,0.5278852882181672,5,0.5317370357308092,0.3835373114133992,5
ours,1,27.0,43,13,0.7266679355585011,0.6460666296775581,9,0.4580141518180711,0.3178465511870474,5
ours,1,27.0,31,24,0.5278852882181672,0.5278852882181672,1,0.5278852882181672,0.5278852882181672,1
ours,1,27.0,24,68,0.6273826191546685,0.49608187369798784,5,0.43604165913812687,0.2741980234389656,4
ours,1,27.0,57,17,0.589395881325585,0.45993731919801617,3,0.47330545729120566,0.3950478106821561,3
ours,1,28.0,54,23,0.5404414789560925,0.3207854431323707,4,0.5105153712730822,0.3207854431323707,4
ours,1,28.0,35,59,0.7064075325594444,0.4174050310039842,6,0.3137480948049032,0.3137480948049032,2
ours,1,28.0,31,9,0.5135163310894624,0.49582960181309144,4,0.346438350674375,0.3137480948049032,4
ours,1,28.0,12,6,0.7024255552894727,0.5658170486432647,9,0.5706877851077303,0.38213204200664375,8
ours,1,28.0,83,69,0.5353454831462425,0.4208329913481129,3,0.42029102613900055,0.3253288117286015,3
ours,1,29.0,1,11,0.6970451851646196,0.3226187317045415,8,0.5633211638863767,0.3226187317045415,6
ours,1,29.0,96,30,0.36302182325187227,0.36302182325187227,1,0.36302182325187227,0.36302182325187227,1
ours,1,29.0,21,52,0.7700808845710634,0.7405541318375388,2,0.7700808845710634,0.7405541318375388,2
ours,1,29.0,62,61,0.7860160579671984,0.6751201412595644,5,0.632803458615457,0.5859284990517207,4
ours,1,29.0,27,51,0.5330040527052159,0.4698275556745959,6,0.46706115828006806,0.3226187317045415,6
ours,1,30.0,7,21,0.5767533621466105,0.4984294347672833,6,0.4375148571137064,0.2715111439017832,6
ours,1,30.0,48,0,0.7418680601656027,0.5326227573765595,5,0.7000186278043976,0.5326227573765595,5
ours,1,30.0,49,33,0.6800058711517164,0.6164941173312737,6,0.5282715814303076,0.42829802902604563,5
ours,1,30.0,58,36,0.5544998562751025,0.4494689893428002,5,0.4255310456990875,0.2715111439017832,5
ours,1,30.0,54,89,0.6193125845025261,0.6193125845025261,2,0.5768223616566663,0.5768223616566663,2
ours,1,31.0,93,71,0.5815147621563257,0.5014160174765527,4,0.5815147621563257,0.5014160174765527,4
ours,1,31.0,84,91,0.6145390478798278,0.5979550480522764,4,0.4991426399705487,0.4432947819178551,3
ours,1,31.0,62,19,0.6462883039851642,0.5979550480522764,7,0.5968965780464464,0.4432947819178551,7
ours,1,31.0,24,37,0.5928691247757439,0.5614875873816473,4,0.4821641586185435,0.40169031991518334,4
ours,1,31.0,27,7,0.49303655418447834,0.37665169638653995,5,0.4434821858321164,0.37665169638653995,5
ours,1,32.0,74,94,0.6684589454637034,0.5711431010289705,6,0.6509534646097467,0.6179336248841215,6
ours,1,32.0,69,7,0.5828222680149038,0.5030981168069184,2,0.5243882517425646,0.5030981168069184,2
ours,1,32.0,74,61,0.6674633844725593,0.6476119912375904,4,0.6674633844725593,0.6476119912375904,4
ours,1,32.0,64,67,0.7052264753184867,0.606681300343122,8,0.4741329799533764,0.3438666764480762,6
ours,1,32.0,20,7,0.6598708482455576,0.5030981168069184,6,0.4689338490618369,0.3438666764480762,4
ours,1,33.0,65,10,0.7416027558971646,0.6477245789579835,9,0.6433308121270115,0.40520162557359596,7
ours,1,33.0,23,8,0.7363557436275731,0.5773384193727711,7,0.7300076518354508,0.5773384193727711,7
ours,1,33.0,76,8,0.6981468752201221,0.3781973305837212,9,0.6420809425165048,0.3781973305837212,9
ours,1,33.0,86,30,0.6098809520981483,0.58720193619147,2,0.5229706344121325,0.5229706344121325,2
ours,1,33.0,51,15,0.6613627659572248,0.547755548401708,5,0.5693314155996848,0.5229706344121325,5
ours,1,34.0,72,31,0.6947047133857637,0.6672557884359833,4,0.6947047133857637,0.6672557884359833,4
ours,1,34.0,74,76,0.7072440251386402,0.5840106749146677,7,0.6990036004895571,0.5840106749146677,7
ours,1,34.0,5,79,0.7980612570861128,0.7166716608281863,2,0.7980612570861128,0.7166716608281863,2
ours,1,34.0,10,53,0.8682755357647164,0.8249218346663834,4,0.8682755357647164,0.8249218346663834,4
ours,1,34.0,84,74,0.7789698344981685,0.7221536383355441,3,0.7789698344981685,0.7221536383355441,3
ours,1,35.0,72,66,0.6084845696830112,0.4856014695478138,3,0.5992039316416199,0.4856014695478138,3
ours,1,35.0,40,33,0.7472882480282707,0.4964700213313735,9,0.7463069869449577,0.4964700213313735,9
ours,1,35.0,26,85,0.7401872375530566,0.608410858826163,6,0.7401872375530566,0.608410858826163,6
ours,1,35.0,91,40,0.794045074401244,0.7531276709130407,8,0.7668956027019229,0.7126395051928516,8
ours,1,35.0,30,33,0.5484281794422936,0.4964700213313735,3,0.5484281794422936,0.4964700213313735,3
ours,1,36.0,50,16,0.7338659438909992,0.6164049833753443,6,0.6906902330974152,0.6036888199877132,5
ours,1,36.0,85,82,0.776172707363892,0.7103230063301518,5,0.776172707363892,0.7103230063301518,5
ours,1,36.0,38,58,0.6183905043022893,0.4971785474321737,4,0.502678809634337,0.4971785474321737,3
ours,1,36.0,40,96,0.693388726329431,0.5386257283619458,8,0.6342433133409862,0.40766123212991956,8
ours,1,36.0,9,1,0.7269831727130137,0.6580102826563998,10,0.5849460449879992,0.40766123212991956,7
ours,1,37.0,58,79,0.7416458055023114,0.7238213036489657,7,0.5198151981295471,0.3933610829576578,7
ours,1,37.0,72,12,0.810882513663922,0.7474119192462584,5,0.7712845290823358,0.7464794776797541,5
ours,1,37.0,9,68,0.5352823971039665,0.5352823971039665,2,0.5352823971039665,0.5352823971039665,2
ours,1,37.0,27,64,0.6759295064639885,0.6280377092790114,2,0.6759295064639885,0.6280377092790114,2
ours,1,37.0,33,16,0.6926439221482932,0.5993600745707192,8,0.5965848621223495,0.3933610829576578,7
ours,1,38.0,44,8,0.7105704625982933,0.6878799514182952,5,0.6436751110895221,0.5780533525550086,5
ours,1,38.0,31,47,0.6838030545373215,0.5783452067221544,6,0.5381444967762935,0.5134518139709618,4
ours,1,38.0,36,20,0.7134776034566945,0.6878799514182952,7,0.6337172705945946,0.5672331858674167,6
ours,1,38.0,90,38,0.4909636814637911,0.4909636814637911,1,0.4909636814637911,0.4909636814637911,1
ours,1,38.0,78,83,0.6473458957722613,0.5558219794492294,3,0.5882272545815288,0.5558219794492294,3
ours,1,39.0,67,1,0.7751792058505065,0.7244492750829834,11,0.5905301505298606,0.47584491102762627,7
ours,1,39.0,85,70,0.694247770572881,0.5433117736861426,9,0.624554902362566,0.3954647734520602,7
ours,1,39.0,38,84,0.6853912362328302,0.5151274602348155,5,0.6441090575967314,0.5151274602348155,5
ours,1,39.0,13,17,0.7512347380453687,0.7141642220346593,10,0.4916592645439666,0.3954647734520602,6
ours,1,39.0,33,14,0.5618017890571384,0.5151274602348155,4,0.5618017890571384,0.5151274602348155,4
ours,1,40.0,13,95,0.6640558538066994,0.6451743257157365,4,0.6016956606656647,0.559537214467366,4
ours,1,40.0,70,19,0.6149148535279182,0.5735647270877222,3,0.4612006626360002,0.4602646384829152,3
ours,1,40.0,34,36,0.7626475406840231,0.723508682203554,7,0.6757383800778252,0.6039676485433729,6
ours,1,40.0,77,26,0.6791660838960073,0.6293573465543979,3,0.43346324819810733,0.43346324819810733,2
ours,1,40.0,91,43,0.6484727221018658,0.5335825679654032,4,0.5777427078956681,0.4630727109421702,4
ours,1,41.0,26,87,0.7113935084500099,0.6418388383580041,4,0.5091979206085391,0.3581765114479283,3
ours,1,41.0,81,33,0.6316999964725186,0.6148461157326884,3,0.5844535260666764,0.5464093587854739,3
ours,1,41.0,64,62,0.7691140540542769,0.7107184841789694,4,0.7595741992967865,0.7103448869305392,4
ours,1,41.0,32,6,0.7501909284040793,0.7501909284040793,1,0.7501909284040793,0.7501909284040793,1
ours,1,41.0,11,81,0.5710744236587438,0.5151767830756899,5,0.5541236055387492,0.5151767830756899,5
ours,1,42.0,54,35,0.6409426918279705,0.6237307620265259,2,0.42795251790085187,0.42795251790085187,2
ours,1,42.0,5,0,0.5655109348947605,0.4555517698746969,4,0.47345784440381294,0.4555517698746969,4
ours,1,42.0,42,98,0.7393395900828871,0.4459557194603003,5,0.71183013598172,0.4459557194603003,5
ours,1,42.0,16,81,0.7085390427790795,0.6599318607647211,6,0.6167211338346255,0.47772087913912775,5
ours,1,42.0,33,20,0.7041372382134353,0.5501476549418094,3,0.6883527339690918,0.5501476549418094,3
ours,1,43.0,94,56,0.7078622047601756,0.665982999857778,7,0.5996870404333938,0.5092244726853963,7
ours,1,43.0,70,90,0.4294859487376317,0.4294859487376317,1,0.4294859487376317,0.4294859487376317,1
ours,1,43.0,54,71,0.6220714946481724,0.545546133789202,3,0.5230986213742478,0.5092244726853963,3
ours,1,43.0,1,14,0.7419210115147029,0.5783302655775768,7,0.6319576237297326,0.5783302655775768,6
ours,1,43.0,9,88,0.7377251845452932,0.6814929769756113,4,0.6331869195656099,0.5221082453681444,4
ours,1,44.0,19,69,0.57627793216202,0.5449354610335458,4,0.44326715551502116,0.36109053162728466,3
ours,1,44.0,4,47,0.6877885631008734,0.5987264297024038,6,0.47801464188293535,0.40830499872905035,5
ours,1,44.0,74,70,0.36109053162728466,0.36109053162728466,1,0.36109053162728466,0.36109053162728466,1
ours,1,44.0,18,55,0.6736674250195593,0.5449354610335458,5,0.640639516567252,0.5449354610335458,5
ours,1,44.0,16,5,0.6500477551096622,0.5411801602287702,4,0.5379465527124739,0.40830499872905035,4
ours,1,45.0,39,46,0.662638232459474,0.58251340333798,4,0.6370813262407957,0.58251340333798,4
ours,1,45.0,5,45,0.7445067546312614,0.6907524384625967,3,0.7445067546312614,0.6907524384625967,3
ours,1,45.0,26,87,0.5515302656544764,0.5515302656544764,2,0.5515302656544764,0.5515302656544764,2
ours,1,45.0,31,85,0.6742165281178262,0.512195956650386,6,0.6742165281178262,0.512195956650386,6
ours,1,45.0,13,45,0.6743484874333775,0.5721814586601679,5,0.605748264854983,0.4401126169943723,4
ours,1,46.0,99,71,0.6046528443788707,0.5667187240129379,5,0.46257230546724193,0.43513995604634526,4
ours,1,46.0,52,79,0.5920773717503663,0.47050450502143193,4,0.5620943891174809,0.47050450502143193,4
ours,1,46.0,95,19,0.5564082637922605,0.5298350668451057,4,0.5564082637922605,0.5298350668451057,4
ours,1,46.0,30,20,0.589021794354097,0.485847367430406,4,0.4772605078958317,0.46299513331550046,3
ours,1,46.0,22,52,0.7078823715807073,0.6611378762264024,2,0.7078823715807073,0.6611378762264024,2
ours,1,47.0,3,22,0.6705561989382877,0.6293647107582978,4,0.6043179812076365,0.5606392509107918,4
ours,1,47.0,94,42,0.6337457280050697,0.49829325758655796,6,0.5926947787701202,0.49829325758655796,6
ours,1,47.0,52,85,0.6840075216790615,0.5440779153950461,10,0.6420337157421989,0.5440779153950461,9
ours,1,47.0,94,31,0.627272070517175,0.49829325758655796,2,0.5785071040497303,0.49829325758655796,2
ours,1,47.0,34,20,0.669032548203998,0.46326064952449286,7,0.6501283389892996,0.46326064952449286,7
ours,1,48.0,89,13,0.6339522966109203,0.5666877778119673,2,0.6339522966109203,0.5666877778119673,2
ours,1,48.0,48,4,0.7430267272232678,0.7430267272232678,1,0.7430267272232678,0.7430267272232678,1
ours,1,48.0,60,28,0.6425578798182225,0.5911543156311388,5,0.5639956355405357,0.4388119015102938,5
ours,1,48.0,25,58,0.7471433565909693,0.6816439004006798,4,0.7471433565909693,0.6816439004006798,4
ours,1,48.0,44,39,0.6076301157537753,0.5963654346487316,2,0.6076301157537753,0.5963654346487316,2
ours,1,49.0,29,28,0.6873130215913131,0.4882858170928478,8,0.636443853607652,0.4882858170928478,8
ours,1,49.0,3,84,0.6567005498713031,0.49251235181788533,3,0.6424468793955711,0.49251235181788533,3
ours,1,49.0,24,51,0.5845399700595504,0.5729891947700707,4,0.4326328783095062,0.39475840833422693,3
ours,1,49.0,42,35,0.6828692389659973,0.6727040272304475,4,0.6828692389659973,0.6727040272304475,4
ours,1,49.0,8,98,0.5831005969647807,0.5278789506915182,4,0.5322489007971699,0.4614030601051934,4
ours,1,50.0,35,44,0.5575080171788205,0.4999709354175135,4,0.5481072518451181,0.45266512872042186,4
ours,1,50.0,82,65,0.6492560031430241,0.5936208779517744,6,0.5880927693411829,0.5264607897711461,6
ours,1,50.0,51,86,0.6329329618669727,0.5896274976076902,5,0.5163282624353578,0.3735274843692512,4
ours,1,50.0,68,42,0.6453003301184508,0.6453003301184508,2,0.6453003301184508,0.6453003301184508,2
ours,1,50.0,3,14,0.44999413707019864,0.3735274843692512,2,0.44999413707019864,0.3735274843692512,2
ours,1,51.0,33,22,0.6085023466572138,0.5767656906042088,3,0.6085023466572138,0.5767656906042088,3
ours,1,51.0,74,33,0.5190883921685461,0.5190883921685461,2,0.3233941538254872,0.3233941538254872,2
ours,1,51.0,4,13,0.6520383219109253,0.6520383219109253,2,0.5945665762923639,0.5945665762923639,2
ours,1,51.0,76,55,0.7079867020907504,0.5919292469140651,9,0.6231355003120014,0.507965032908559,7
ours,1,51.0,44,93,0.5222212356151303,0.43614795209744006,2,0.5202234235824145,0.43614795209744006,2
ours,1,52.0,40,55,0.7561712161302875,0.7224621709768935,10,0.5469951010209101,0.3454210603923371,6
ours,1,52.0,77,65,0.6363045243110518,0.6065961883762628,5,0.6058600983825377,0.5647232149842378,5
ours,1,52.0,14,49,0.6288921211797719,0.6130027427369882,4,0.48846800848518157,0.36393327423337496,4
ours,1,52.0,73,24,0.5662440630474513,0.5662440630474513,1,0.5662440630474513,0.5662440630474513,1
ours,1,52.0,32,5,0.7820148151448129,0.7312986794419105,3,0.7700610742141932,0.7312986794419105,3
ours,1,53.0,90,55,0.6257534030486706,0.5694068926420068,3,0.605196735848271,0.5677786679791227,3
ours,1,53.0,0,66,0.71728296438278,0.71728296438278,1,0.71728296438278,0.71728296438278,1
ours,1,53.0,68,87,0.7326519107740483,0.5783829693895246,5,0.5160504853936881,0.4349438540185423,4
ours,1,53.0,92,94,0.7537787807875302,0.5716836794501172,8,0.601108226066924,0.3638566521608464,7
ours,1,53.0,94,85,0.7352205773284913,0.5716836794501172,7,0.5720305142630426,0.3638566521608464,6
ours,1,54.0,25,46,0.4318026271233187,0.37449995093726085,3,0.37621679633202837,0.35211812901313566,3
ours,1,54.0,55,8,0.6712255945979224,0.6129557869719313,4,0.6712255945979224,0.6129557869719313,4
ours,1,54.0,85,42,0.8183006180920821,0.7537860269651838,3,0.7962687657179405,0.7537860269651838,3
ours,1,54.0,79,40,0.6586285433880538,0.4838277730244489,6,0.5173049946960613,0.2967075697073649,5
ours,1,54.0,84,15,0.7738878000556012,0.6973765012968083,9,0.5551878164665125,0.3367466435049563,7
ours,1,55.0,92,38,0.8320022411354465,0.8280760317551947,3,0.8320022411354465,0.8280760317551947,3
ours,1,55.0,64,39,0.650202668946309,0.5852951102974941,5,0.4555184192717075,0.4452480070755567,3
ours,1,55.0,85,52,0.7637952111271109,0.719861989154928,8,0.5736342456888835,0.23018162070916937,8
ours,1,55.0,41,51,0.6890637272746085,0.5213672506288612,7,0.5034363906970065,0.3223113379219087,5
ours,1,55.0,89,37,0.5520638866449844,0.46698079303627904,4,0.3450347700205126,0.27910554646378827,3
ours,1,56.0,70,16,0.4152318692057626,0.3282634016562822,2,0.4152318692057626,0.3282634016562822,2
ours,1,56.0,24,53,0.518199798178955,0.20757683092019574,4,0.45468480801811373,0.20757683092019574,4
ours,1,56.0,85,48,0.8137567655635422,0.7945810337912887,3,0.8001964185590075,0.7945810337912887,3
ours,1,56.0,86,95,0.6105608518891781,0.40038025721630555,4,0.5807497134924462,0.40038025721630555,4
ours,1,56.0,22,78,0.76875069761772,0.4629160691183736,11,0.45861438270597893,0.3409547561888179,5
ours,1,57.0,72,38,0.8057577554087518,0.7602168047133657,9,0.42927758005730066,0.26460498871349936,5
ours,1,57.0,51,70,0.5316259651821704,0.326747412488664,3,0.3317140385685675,0.326747412488664,2
ours,1,57.0,0,38,0.8100109320213811,0.707446471328006,7,0.5177312956255051,0.4881466067530471,4
ours,1,57.0,36,26,0.36484806643959555,0.36484806643959555,2,0.3265737702237915,0.3265737702237915,2
ours,1,57.0,55,74,0.6945315898053458,0.36484806643959555,7,0.5532673704539898,0.26460498871349936,5
ours,1,58.0,77,83,0.5609686867081825,0.40983350846512323,5,0.5339450006566265,0.40983350846512323,5
ours,1,58.0,41,59,0.7361775638188012,0.6746598266104489,10,0.52724774143103,0.40983350846512323,6
ours,1,58.0,56,86,0.7202135454030444,0.6174310875641028,3,0.7202135454030444,0.6174310875641028,3
ours,1,58.0,27,65,0.6290335859130186,0.6290335859130186,2,0.6290335859130186,0.6290335859130186,2
ours,1,58.0,60,94,0.6915166907237755,0.5341415597584505,8,0.37441838252693815,0.3053117978015758,4
ours,1,59.0,21,84,0.6672088410857255,0.6672088410857255,1,0.6672088410857255,0.6672088410857255,1
ours,1,59.0,10,36,0.5929807708625916,0.4694537831198351,4,0.4630636328830872,0.45986855776471325,3
ours,1,59.0,65,84,0.7556169605816425,0.7044319408846467,3,0.7556169605816425,0.7044319408846467,3
ours,1,59.0,81,79,0.7096593325343316,0.594714676022362,5,0.5879436051621278,0.4583930723255303,4
ours,1,59.0,42,11,0.645267401991445,0.43518182305120967,5,0.5351494470939191,0.43518182305120967,5
ours,1,60.0,96,30,0.6024942963684969,0.5484651818540476,4,0.47314533166019085,0.4387674055140489,3
ours,1,60.0,86,39,0.6794407208931398,0.6511247483733038,5,0.6593488786990435,0.6074708341641328,5
ours,1,60.0,28,25,0.7346405614471291,0.6511247483733038,6,0.6833638028456255,0.5540101824169033,6
ours,1,60.0,18,3,0.572334638057931,0.4710069141367872,4,0.5371435311774813,0.46416464271158275,4
ours,1,60.0,5,31,0.7325267267410579,0.6511247483733038,9,0.6044469482114313,0.45471364542760007,7
ours,1,61.0,60,78,0.534722422725235,0.534722422725235,1,0.534722422725235,0.534722422725235,1
ours,1,61.0,98,9,0.7268803852135626,0.6665417799488043,8,0.6400175887096776,0.5150640242403762,6
ours,1,61.0,58,53,0.7620587499892958,0.6602615324171844,3,0.7620587499892958,0.6602615324171844,3
ours,1,61.0,80,73,0.721450299164367,0.640131551832173,8,0.7020469672440415,0.5412269704502042,8
ours,1,61.0,24,91,0.7671451476764679,0.66789453916736,4,0.7255169882378435,0.66789453916736,4
ours,1,62.0,89,49,0.46432604379695464,0.46432604379695464,2,0.46432604379695464,0.46432604379695464,2
ours,1,62.0,63,51,0.7016956797351279,0.5782847696192173,7,0.5139637250696899,0.45048842281919976,4
ours,1,62.0,31,18,0.7505616621225143,0.6041922415257125,8,0.6962039130509063,0.5353649300629103,8
ours,1,62.0,83,88,0.6435305503718438,0.4740559271615239,4,0.5068347917286729,0.4740559271615239,3
ours,1,62.0,0,96,0.7197710509707516,0.6555387770942721,2,0.5353649300629103,0.5353649300629103,2
ours,1,63.0,98,13,0.8197231527880886,0.8196935118985877,3,0.8110636754102286,0.7824896666552046,3
ours,1,63.0,99,54,0.6944575329935199,0.6944575329935199,2,0.595304260095073,0.595304260095073,2
ours,1,63.0,28,22,0.7677870758455039,0.6944575329935199,9,0.7256113495401828,0.5982034829749256,9
ours,1,63.0,89,66,0.7017024759234103,0.6043820640541245,5,0.5447489688214033,0.5236017376937395,4
ours,1,63.0,59,6,0.5274103358440094,0.5274103358440094,1,0.5274103358440094,0.5274103358440094,1
ours,1,64.0,71,31,0.8052532406782132,0.5929358881703639,7,0.5553691224633726,0.47869413611875533,5
ours,1,64.0,15,58,0.7499330804904168,0.7111744435091107,6,0.5218476912197954,0.4035824536446885,4
ours,1,64.0,17,59,0.7439919036090862,0.6990144268722985,3,0.47869413611875533,0.47869413611875533,2
ours,1,64.0,85,67,0.7954363797885927,0.7111744435091107,9,0.5159465354409892,0.4035824536446885,6
ours,1,64.0,71,76,0.43994041840070186,0.43994041840070186,2,0.43994041840070186,0.43994041840070186,2
ours,1,65.0,40,96,0.6339230407881932,0.43912931536069033,4,0.4493692880738998,0.43912931536069033,3
ours,1,65.0,56,78,0.6776258158004316,0.647046063634771,4,0.5077932224152572,0.45034695886918064,4
ours,1,65.0,92,64,0.7042404747585083,0.6490996904661233,7,0.5789128291724535,0.4124055216417015,7
ours,1,65.0,54,70,0.6529227071306991,0.647046063634771,5,0.5470115495186689,0.45034695886918064,5
ours,1,65.0,95,60,0.5859018476940351,0.5654194811896138,3,0.5611548428580356,0.5590225236922465,3
ours,1,66.0,57,33,0.575373782794526,0.4073445435822347,4,0.554273962534992,0.4073445435822347,4
ours,1,66.0,96,31,0.6346269817049116,0.6246069008586412,3,0.6032504355192443,0.5424388508982297,3
ours,1,66.0,81,35,0.7551289321218341,0.6898827306258866,11,0.6593827482394649,0.5229392273109795,9
ours,1,66.0,98,99,0.7431464657460658,0.7031882569515255,4,0.7431464657460658,0.7031882569515255,4
ours,1,66.0,66,62,0.5772850280999328,0.5081810577235618,5,0.5463638796195412,0.5081810577235618,5
ours,1,67.0,80,30,0.6682054508001709,0.6131233021677425,4,0.38543663564417124,0.28687047809056776,3
ours,1,67.0,35,56,0.7590087118875575,0.6748705107199366,8,0.643276289216416,0.4800338976898495,7
ours,1,67.0,9,91,0.6637799098755804,0.5424461250506495,9,0.6086685236176343,0.5326069725230962,8
ours,1,67.0,36,30,0.6090430072189399,0.6057405133954492,4,0.5358469795211029,0.4687984057630543,4
ours,1,67.0,34,42,0.6759922503905729,0.5326069725230962,5,0.6558305837541616,0.5326069725230962,5
